path,category,lines,priority,status,review_note
docs/source-handoff/source-pack/capsicum_locus_catalog_v0_1.csv,Preserved source specification,24,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/source-pack/capsicum_sources_v0_1.csv,Preserved source specification,32,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/starter-repo-blueprint/.env.example,Preserved source specification,23,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/starter-repo-blueprint/AGENTS.md,Preserved source specification,15,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/starter-repo-blueprint/REPOSITORY_TREE.md,Preserved source specification,46,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/starter-repo-blueprint/VERSION_POLICY.md,Preserved source specification,11,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
docs/source-handoff/tools/build_capsicum_handoff_pack.py,Preserved source specification,2359,Reference,Preserve,"Historical source specification or generated evidence; use as requirements/provenance, not proof of implementation."
eslint.config.mjs,Repository configuration,23,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
infra/backup/backup.sh,Infrastructure/operations,41,P1,Unproven,"Database/object bundle logic is useful; add encryption/retention, authoritative reconciliation, failure cleanup, and execute real drills."
infra/backup/restore-test.sh,Infrastructure/operations,39,P1,Insufficient proof,Checks counts rather than authoritative row/object hashes and does not strongly prove target isolation; improve and execute in disposable environment.
infra/compose/docker-compose.yml,Infrastructure/operations,121,P0,Unsafe local defaults/unproven,"Compose is a useful local stack but ships fallback passwords and lacks full proof, networks/resource limits, scanner/ingestion workers, and production separation."
package.json,Repository configuration,45,P0,Blocked,No pnpm-lock.yaml exists although CI and Docker require frozen installs; generate and commit a legitimate lockfile on Node 24.
packages/ai/package.json,Package source/config,25,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/ai/src/hosted.ts,Package source/config,48,P1,Not integrated,Structured hosted answer boundary exists but is not called by application workflow; integrate behind feature/provider/data-policy gates with deterministic fallback and evaluation.
packages/ai/src/index.test.ts,Package source/config,67,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/ai/src/index.ts,Package source/config,144,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/ai/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/application/package.json,Package source/config,34,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/application/src/auth-service.ts,Package source/config,445,P1,Incomplete production auth,"Strong password/session baseline; add trusted-proxy-aware keyed fingerprinting, safer invitation exchange, workspace switching/session management UI, recovery, optional MFA, and abuse controls."
packages/application/src/breeding-service.ts,Package source/config,766,P0,Scientifically unsafe,"Fruit-set advances a cross to verified, generic events can mark harvested without harvest artifacts, progeny seed lots inherit the maternal accession, plant creation does not consume seed inventory, and plant evidence summary mirrors only the latest locus call."
packages/application/src/catalog-service.ts,Package source/config,298,P1,Partially complete,"Review/publication flow is stronger, but source ingestion, allele/variant normalization, supersession UX, rule authoring, and release-wide applicability validation are incomplete."
packages/application/src/export-service.ts,Package source/config,258,P1,Synchronous only,Loads up to 10k rows per section into memory in a request; implement durable streamed background exports and immutable artifacts.
packages/application/src/index.test.ts,Package source/config,9,P0,Insufficient tests,"Only tests a sentinel constant; application services require real PostgreSQL integration, concurrency, RLS, and rollback tests."
packages/application/src/index.ts,Package source/config,13,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/application/src/internal.ts,Package source/config,90,P1,"Good primitive, misused by UI",Database idempotency is multi-instance safe when keys are stable; add failure-state semantics and use stable client-generated keys.
packages/application/src/media-service.ts,Package source/config,138,P1,Retry/reconciliation gap,"Repeated same-object upload conflicts with pending/complete state machine; add explicit idempotency, object reconciliation, quarantine, and deletion/retention workflow."
packages/application/src/observation-service.ts,Package source/config,236,P0,Concurrency/authority defect,Corrections may branch from stale revisions and overwrite current state; definition identity/review state and vocabulary ID/version are not enforced.
packages/application/src/operations-service.ts,Package source/config,92,P1,Read/cancel only,"No canonical enqueue API is exposed for application workflows; add job creation, detailed attempts/logs, retry/admin controls, and worker capability health."
packages/application/src/phenotype-service.ts,Package source/config,256,P1,Incomplete,"Quality gate trusts submitted blur/calibration metadata; wire deterministic worker results, capture-review transitions, measurements, and model promotion workflow."
packages/application/src/research-service.ts,Package source/config,182,P1,Foundation only,"Retrieval is bounded keyword overlap over preexisting passages; no document ingestion/extraction/review pipeline, hybrid retrieval, evaluation, or source detail workflow."
packages/application/src/simulation-service.ts,Package source/config,255,P1,Incomplete authority,Approved releases validate loci but not allele identities; persisted authority conflates exact arithmetic with uncertain biological premises; advanced engines are not integrated.
packages/application/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/auth/package.json,Package source/config,21,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/auth/src/index.test.ts,Package source/config,35,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/auth/src/index.ts,Package source/config,211,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/auth/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/breeding-domain/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/breeding-domain/src/index.test.ts,Package source/config,61,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/breeding-domain/src/index.ts,Package source/config,133,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/breeding-domain/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/config/package.json,Package source/config,23,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/config/src/index.test.ts,Package source/config,15,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/config/src/index.ts,Package source/config,140,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/config/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/contracts/package.json,Package source/config,24,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/contracts/src/index.test.ts,Package source/config,14,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/contracts/src/index.ts,Package source/config,157,P1,Incomplete,Exact request supports only one-locus target and free-form allele strings; add normalized allele/version contracts and distinct authority dimensions.
packages/contracts/src/platform.ts,Package source/config,298,P1,Incomplete,"Core contracts are useful but need stable client request IDs, inventory consumption, cross verification, observation concurrency, allele/assay provenance, advanced simulation, ingestion, and async artifact schemas."
packages/contracts/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/database/migrations/0001_foundation.sql,Database migration,828,P1,Preserve; extend forward,Do not edit historical migration. Add new migration(s) for normalized allele/variant/marker entities and corrected biological identity/authority invariants.
packages/database/migrations/0002_operations_and_observations.sql,Database migration,358,P1,Preserve; extend forward,"Job and observation foundations are present; add forward constraints for correction concurrency, approved definitions, worker artifacts, and capture-derived metadata."
packages/database/migrations/0003_authenticated_mvp.sql,Database migration,585,P1,Preserve; extend forward,"MVP tables are broad, but cross verification, progeny identity, allele normalization, and operational transitions require forward migration."
packages/database/migrations/0004_runtime_authority_guards.sql,Database migration,324,P1,Needs runtime proof,Promising authority triggers; execute adversarial tests under restricted roles and extend guards to new canonical transition services.
packages/database/migrations/0005_durable_worker_runtime.sql,Database migration,531,P1,Partially integrated,"Durable lease functions exist, but long-running worker heartbeat/cancellation and real job producers/consumers are incomplete."
packages/database/migrations/0006_membership_bound_rls.sql,Database migration,180,P0,Unproven,Membership-bound RLS design is strong but has only a narrow verifier; test every workspace table and mutation path under runtime/worker roles.
packages/database/package.json,Package source/config,29,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/database/scripts/import-catalog.mjs,Package source/config,237,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/database/scripts/migrate.mjs,Package source/config,54,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/database/scripts/provision-roles.mjs,Package source/config,47,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/database/scripts/verify-authority.mjs,Package source/config,146,P1,Too narrow,"Tests a small RLS subset; expand to every workspace-scoped table, revoked membership, invitations, scientific authority, immutable states, and worker-only functions."
packages/database/src/index.test.ts,Package source/config,30,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/database/src/index.ts,Package source/config,128,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/database/tsconfig.json,Package source/config,11,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/genetics-advanced/package.json,Package source/config,23,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/genetics-advanced/src/host-pathogen.ts,Package source/config,172,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/genetics-advanced/src/index.test.ts,Package source/config,128,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/genetics-advanced/src/index.ts,Package source/config,292,P1,Unintegrated,"Linkage, maternal state, rule graphs, and host-pathogen logic exist as library primitives but are absent from authoritative application/API/UI workflows."
packages/genetics-advanced/src/monte-carlo.ts,Package source/config,292,P1,Unintegrated,"Direct deterministic Monte Carlo exists; enqueue it through durable jobs with result provenance, diagnostics, cancellation, and engine-selection rules."
packages/genetics-advanced/src/rule-graph.ts,Package source/config,205,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/genetics-advanced/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/genetics-core/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/genetics-core/src/exact.test.ts,Package source/config,184,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/genetics-core/src/exact.ts,Package source/config,275,Pass,Strong core,Preserve purity and exact rational invariants; extend only through reviewed contracts and tests.
packages/genetics-core/src/index.ts,Package source/config,6,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/genetics-core/src/invariants.test.ts,Package source/config,23,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/genetics-core/src/rational.ts,Package source/config,90,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/genetics-core/src/target-recovery.ts,Package source/config,71,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/genetics-core/src/types.ts,Package source/config,37,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/genetics-core/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/jobs/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/jobs/src/index.test.ts,Package source/config,59,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/jobs/src/index.ts,Package source/config,180,Pass,Useful domain model,Preserve state-machine tests; reconcile it continuously with PostgreSQL worker functions through integration tests.
packages/jobs/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/observability/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/observability/src/index.test.ts,Package source/config,26,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/observability/src/index.ts,Package source/config,50,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/observability/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/observation-domain/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/observation-domain/src/index.test.ts,Package source/config,15,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/observation-domain/src/index.ts,Package source/config,50,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/observation-domain/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/scientific-catalog/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/scientific-catalog/src/generated/claims.json,Package source/config,421,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/scientific-catalog/src/generated/loci.json,Package source/config,641,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/scientific-catalog/src/generated/sources.json,Package source/config,633,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/scientific-catalog/src/governance.ts,Package source/config,168,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/scientific-catalog/src/index.test.ts,Package source/config,81,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/scientific-catalog/src/index.ts,Package source/config,118,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/scientific-catalog/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/simulation-domain/package.json,Package source/config,25,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/simulation-domain/src/index.test.ts,Package source/config,46,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/simulation-domain/src/index.ts,Package source/config,261,P1,Misleading authority,Returns exact_supported for exact arithmetic even when parent premises are assumed/inferred/conflicting; split calculation authority from evidence authority.
packages/simulation-domain/tsconfig.json,Package source/config,11,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/storage/package.json,Package source/config,21,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/storage/src/index.test.ts,Package source/config,16,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/storage/src/index.ts,Package source/config,267,P1,Foundation only,"Magic/dimension checks are useful but not a hostile decoder or malware boundary; add stream limits, decode sandbox, metadata stripping, and fuzz fixtures."
packages/storage/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/test-utils/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/test-utils/src/index.ts,Package source/config,12,P1,Integrate/test,Source is a meaningful foundation; verify database/contract alignment and add end-to-end use where currently library-only.
packages/test-utils/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/vision/package.json,Package source/config,20,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
packages/vision/src/index.test.ts,Package source/config,31,P1,Expand,"Unit coverage exists but does not replace PostgreSQL, browser, worker, storage, and concurrency integration proof."
packages/vision/src/index.ts,Package source/config,112,P1,Good pure primitive,Deterministic math is safe but no image decoding/segmentation/calibration implementation exists; learned inference correctly abstains.
packages/vision/tsconfig.json,Package source/config,6,P1,Validate,Configuration appears coherent statically; prove build graph and runtime packaging on Node 24 with frozen dependencies.
pnpm-workspace.yaml,Repository configuration,4,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
scripts/import_catalog.py,Validation/import tooling,323,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
scripts/validate_repository.py,Validation/import tooling,271,P1,Structural only,Passes marker/file checks but cannot prove runtime behavior; keep as a fast gate and add real integration/E2E/authority validation.
tsconfig.base.json,Repository configuration,21,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
turbo.json,Repository configuration,11,P2,Validate,No file-specific blocker identified; keep only if used and include in clean build/review.
